problem,problem_id,dsl,full_dsl,step,correct,output
238,e5062a87.json,"['vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(5, 0), (1, 0)], 2)', 'vertical_line(self.temp_state, [(5, 1), (1, 1)], 2)', 'vertical_line(self.temp_state, [(6, 8), (9, 8)], 2)', 'vertical_line(self.temp_state, [(6, 9), (9, 9)], 2)', 'pixel_color([(9, 8)], 2)', 'pixel_color([(9, 9)], 2)', 'complete(self.temp_state)']",7,TRUE,"[[0, 5, 5, 5, 0, 5, 5, 5, 5, 0], [5, 5, 5, 0, 5, 5, 5, 5, 0, 5], [2, 2, 5, 5, 5, 5, 0, 5, 0, 0], [2, 2, 5, 5, 5, 5, 0, 5, 5, 5], [2, 2, 5, 5, 5, 2, 2, 0, 0, 5], [5, 5, 0, 0, 0, 2, 2, 5, 5, 5], [0, 0, 5, 5, 0, 2, 2, 5, 5, 5], [0, 5, 5, 5, 5, 5, 5, 0, 2, 2], [5, 5, 0, 0, 5, 5, 5, 0, 2, 2], [5, 0, 5, 0, 5, 0, 0, 5, 2, 2]]"
239,e509e548.json,"['obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object3, 2)', 'obj_color(self.temp_state, object2, 2)', 'obj_color(self.temp_state, object6, 1)', 'obj_color(self.temp_state, object5, 1)', 'obj_color(self.temp_state, object1, 6)', 'obj_color(self.temp_state, object4, 6)', 'complete(self.temp_state)']",7,TRUE,"[[0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 6, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0], [0, 6, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 0], [0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0], [0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 2, 2, 2, 2, 0, 0, 6, 6, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 6, 6, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
240,e73095fd.json,"['pixel_color', 'pixel_color', 'pixel_color', 'horizontal_line', 'horizontal_line', 'vertical_line', 'vertical_line', 'complete']","['pixel_color([(14, 1)], 4)', 'pixel_color([(3, 0)], 4)', 'pixel_color([(3, 1)], 4)', 'horizontal_line(self.temp_state, [(9, 5), (9, 9)], 4)', 'horizontal_line(self.temp_state, [(10, 5), (10, 9)], 4)', 'vertical_line(self.temp_state, [(11, 14), (7, 14)], 4)', 'vertical_line(self.temp_state, [(11, 15), (7, 15)], 4)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 5, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5], [5, 5, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 5, 5, 5, 5, 0], [0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 0, 0, 0, 5, 4, 4, 5, 0], [5, 5, 5, 5, 5, 5, 4, 4, 4, 5, 5, 5, 5, 5, 4, 4, 5, 5], [0, 5, 0, 0, 0, 5, 4, 4, 4, 5, 0, 0, 0, 5, 4, 4, 5, 0], [0, 5, 0, 0, 0, 5, 5, 5, 5, 5, 0, 0, 0, 5, 5, 5, 5, 0], [0, 5, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 5, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 4, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [5, 5, 5, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
243,e8dc4411.json,"['diagonal_line', 'diagonal_line', 'pixel_color', 'pixel_color', 'complete']","['diagonal_line(self.temp_state, [(6, 0), (2, 4)], 6)', 'diagonal_line(self.temp_state, [(6, 4), (2, 0)], 6)', 'pixel_color([(2, 0)], 6)', 'pixel_color([(0, 0)], 6)', 'complete(self.temp_state)']",5,TRUE,"[[6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 6, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 6, 3, 6, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 0, 3, 0, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3], [3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]]"
244,e9614598.json,"['horizontal_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(3, 8), (3, 4)], 3)', 'vertical_line(self.temp_state, [(5, 6), (1, 6)], 3)', 'complete(self.temp_state)']",3,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 3, 3, 3, 0, 0, 0, 1], [0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
245,e9afcf9a.json,"['x_line', 'x_line', 'x_line', 'x_line', 'complete']","['X_line(self.temp_state, [(1, 0)], 2)', 'X_line(self.temp_state, [(1, 4)], 2)', 'X_line(self.temp_state, [(0, 2)], 6)', 'X_line(self.temp_state, [(0, 4)], 6)', 'complete(self.temp_state)']",5,TRUE,"[[6, 2, 6, 2, 6, 2], [2, 6, 2, 6, 2, 6]]"
246,ea32f347.json,"['obj_color', 'obj_color', 'obj_color', 'complete']","['obj_color(self.temp_state, object2, 1)', 'obj_color(self.temp_state, object3, 4)', 'obj_color(self.temp_state, object1, 2)', 'complete(self.temp_state)']",4,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 1, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 4, 4, 4, 4, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
247,ea786f4a.json,"['x_line', 'complete']","['X_line(self.temp_state, [(5, 5)], 0)', 'complete(self.temp_state)']",2,TRUE,"[[0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0], [6, 0, 6, 6, 6, 6, 6, 6, 6, 0, 6], [6, 6, 0, 6, 6, 6, 6, 6, 0, 6, 6], [6, 6, 6, 0, 6, 6, 6, 0, 6, 6, 6], [6, 6, 6, 6, 0, 6, 0, 6, 6, 6, 6], [6, 6, 6, 6, 6, 0, 6, 6, 6, 6, 6], [6, 6, 6, 6, 0, 6, 0, 6, 6, 6, 6], [6, 6, 6, 0, 6, 6, 6, 0, 6, 6, 6], [6, 6, 0, 6, 6, 6, 6, 6, 0, 6, 6], [6, 0, 6, 6, 6, 6, 6, 6, 6, 0, 6], [0, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]]"
248,ec883f72.json,"['diagonal_line', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['diagonal_line(self.temp_state, [(4, 4), (8, 0)], 4)', 'pixel_color([(6, 11)], 4)', 'pixel_color([(5, 10)], 4)', 'pixel_color([(8, 0)], 4)', 'complete(self.temp_state)']",5,TRUE,"[[0, 0, 0, 0, 3, 0, 4, 4, 0, 3, 0, 0], [0, 0, 0, 0, 3, 0, 4, 4, 0, 3, 0, 0], [0, 0, 0, 0, 3, 0, 4, 4, 0, 3, 0, 0], [0, 0, 0, 0, 3, 0, 0, 0, 0, 3, 0, 0], [0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 0, 0], [0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 4, 0], [0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 4], [0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
250,ed36ccf7.json,"['rotate_left_obj', 'complete']","['rotate_left_obj(self.temp_state, object1)', 'complete(self.temp_state)']",2,TRUE,"[[0, 0, 5], [0, 0, 5], [0, 5, 0]]"
251,ef135b50.json,"['horizontal_line', 'horizontal_line', 'vertical_line', 'complete']","['horizontal_line(self.temp_state, [(1, 2), (1, 6)], 9)', 'horizontal_line(self.temp_state, [(3, 3), (3, 6)], 9)', 'vertical_line(self.temp_state, [(4, 4), (7, 4)], 9)', 'complete(self.temp_state)']",4,TRUE,"[[2, 2, 2, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 9, 9, 9, 2, 2, 2, 2], [0, 0, 0, 0, 0, 0, 2, 2, 2, 2], [0, 2, 2, 2, 9, 9, 2, 2, 2, 2], [0, 2, 2, 2, 0, 0, 0, 0, 0, 0], [0, 2, 2, 2, 9, 2, 2, 2, 2, 0], [0, 2, 2, 2, 9, 2, 2, 2, 2, 0], [0, 2, 2, 2, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
254,f25ffba3.json,"['vertical_line', 'vertical_line', 'pixel_color', 'vertical_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['vertical_line(self.temp_state, [(5, 1), (0, 1)], 1)', 'vertical_line(self.temp_state, [(0, 2), (3, 2)], 3)', 'pixel_color([(1, 3)], 3)', 'vertical_line(self.temp_state, [(0, 0), (4, 0)], 7)', 'pixel_color([(0, 0)], 7)', 'pixel_color([(0, 1)], 1)', 'pixel_color([(0, 2)], 4)', 'pixel_color([(0, 3)], 4)', 'complete(self.temp_state)']",9,TRUE,"[[7, 1, 4, 4], [7, 1, 3, 3], [7, 1, 3, 0], [7, 1, 0, 0], [0, 1, 0, 0], [0, 1, 0, 0], [7, 1, 0, 0], [7, 1, 3, 0], [7, 1, 3, 3], [7, 1, 4, 4]]"
256,f76d97a5.json,"['obj_color', 'horizontal_line', 'diagonal_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'complete']","['obj_color(self.temp_state, object1, 0)', 'horizontal_line(self.temp_state, [(4, 3), (4, 0)], 3)', 'diagonal_line(self.temp_state, [(4, 4), (0, 0)], 3)', 'pixel_color([(2, 4)], 3)', 'pixel_color([(0, 3)], 3)', 'pixel_color([(2, 1)], 3)', 'pixel_color([(4, 0)], 3)', 'complete(self.temp_state)']",8,TRUE,"[[0, 0, 0, 3, 0], [0, 3, 0, 0, 0], [0, 3, 3, 0, 3], [0, 0, 0, 3, 0], [3, 3, 3, 0, 0]]"
257,f8a8fe49.json,"['horizontal_line', 'horizontal_line', 'horizontal_line', 'obj_color', 'obj_color', 'complete']","['horizontal_line(self.temp_state, [(2, 5), (2, 10)], 5)', 'horizontal_line(self.temp_state, [(1, 8), (1, 4)], 5)', 'horizontal_line(self.temp_state, [(13, 5), (13, 9)], 5)', 'obj_color(self.temp_state, object3, 0)', 'obj_color(self.temp_state, object2, 0)', 'complete(self.temp_state)']",6,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0], [0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 5, 5, 5, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
259,fcc82909.json,"['vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'vertical_line', 'complete']","['vertical_line(self.temp_state, [(2, 0), (5, 0)], 3)', 'vertical_line(self.temp_state, [(5, 1), (2, 1)], 3)', 'vertical_line(self.temp_state, [(4, 3), (8, 3)], 3)', 'vertical_line(self.temp_state, [(8, 4), (4, 4)], 3)', 'vertical_line(self.temp_state, [(2, 6), (7, 6)], 3)', 'vertical_line(self.temp_state, [(7, 7), (2, 7)], 3)', 'complete(self.temp_state)']",7,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 1, 0, 0, 0, 0, 2, 9, 0, 0], [2, 1, 0, 0, 0, 0, 1, 6, 0, 0], [3, 3, 0, 4, 7, 0, 3, 3, 0, 0], [3, 3, 0, 8, 4, 0, 3, 3, 0, 0], [0, 0, 0, 3, 3, 0, 3, 3, 0, 0], [0, 0, 0, 3, 3, 0, 3, 3, 0, 0], [0, 0, 0, 3, 3, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
141,8f2ea7aa.json,"['x_line', 'pixel_color', 'diagonal_line', 'pixel_color', 'pixel_color', 'pixel_color', 'pixel_color', 'diagonal_line', 'horizontal_line', 'pixel_color']","['X_line(self.temp_state, [(8, 8)], 2)', 'pixel_color([(8, 8)], 2)', 'diagonal_line(self.temp_state, [(1, 0), (8, 7)], 2)', 'pixel_color([(1, 0)], 2)', 'pixel_color([(3, 2)], 0)', 'pixel_color([(6, 5)], 0)', 'pixel_color([(8, 7)], 2)', 'diagonal_line(self.temp_state, [(8, 5), (5, 2)], 2)', 'horizontal_line(self.temp_state, [(8, 3), (8, 6)], 2)', 'pixel_color([(7, 3)], 2)']",10,TRUE,"[[2, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 0, 0, 0, 0, 0, 0, 0], [0, 2, 2, 0, 0, 0, 0, 0, 0], [2, 0, 0, 2, 0, 0, 0, 0, 0], [2, 2, 0, 2, 2, 0, 0, 0, 0], [0, 2, 2, 0, 2, 2, 0, 0, 0], [0, 0, 0, 2, 0, 0, 2, 0, 0], [0, 0, 0, 2, 2, 0, 2, 2, 0], [0, 0, 0, 0, 2, 2, 0, 2, 2]]"
86,5521c0d9.json,"['flip_vertical', 'move_down', 'move_down', 'move_down', 'move_down', 'obj_color', 'horizontal_line', 'horizontal_line', 'horizontal_line', 'vertical_line']","['vertical_flip(temp_state)', 'move_down(self.temp_state, object1)', 'move_down(self.temp_state, object2)', 'move_down(self.temp_state, object2)', 'move_down(self.temp_state, object2)', 'obj_color(self.temp_state, object3, 0)', 'horizontal_line(self.temp_state, [(11, 14), (11, 9)], 1)', 'horizontal_line(self.temp_state, [(10, 9), (10, 14)], 1)', 'horizontal_line(self.temp_state, [(9, 9), (9, 14)], 1)', 'vertical_line(self.temp_state, [(8, 14), (12, 14)], 1)']",10,TRUE,"[[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0], [2, 2, 2, 2, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 4, 4, 4, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]]"
